"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Jobs within 45 Minutes Auto Travel Time","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","d5ar","TimeFrame","GeoVintage","Source","Location"
"Block Group","060014018002","CA","060014018002","=""060014018002""","201343","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014022001","CA","060014022001","=""060014022001""","196542","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014022002","CA","060014022002","=""060014022002""","199212","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014022003","CA","060014022003","=""060014022003""","208138","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014024001","CA","060014024001","=""060014024001""","216694","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014024002","CA","060014024002","=""060014024002""","215370","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014025001","CA","060014025001","=""060014025001""","208549","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014025002","CA","060014025002","=""060014025002""","221510","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014026001","CA","060014026001","=""060014026001""","207661","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014027001","CA","060014027001","=""060014027001""","250979","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014027002","CA","060014027002","=""060014027002""","226921","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014028001","CA","060014028001","=""060014028001""","192549","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014028002","CA","060014028002","=""060014028002""","200233","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014029001","CA","060014029001","=""060014029001""","150103","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014030001","CA","060014030001","=""060014030001""","182286","2021","2010","EPA Smart Location Database","California (State)"
"Block Group","060014030002","CA","060014030002","=""060014030002""","182412","2021","2010","EPA Smart Location Database","California (State)"
