"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Pct. of People Walking to Work","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"GeoID_Description","GeoID_Name","SitsinState","GeoID","GeoID_Formatted","ptranw","TimeFrame","GeoVintage","Source","Location"
"Block Group","040138141001","AZ","040138141001","=""040138141001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138141002","AZ","040138141002","=""040138141002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138141003","AZ","040138141003","=""040138141003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138142001","AZ","040138142001","=""040138142001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138142002","AZ","040138142002","=""040138142002""","2.95","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138143001","AZ","040138143001","=""040138143001""","3.90","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138143002","AZ","040138143002","=""040138143002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138143003","AZ","040138143003","=""040138143003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138144001","AZ","040138144001","=""040138144001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138144002","AZ","040138144002","=""040138144002""","1.81","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138145001","AZ","040138145001","=""040138145001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138145002","AZ","040138145002","=""040138145002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138145003","AZ","040138145003","=""040138145003""","3.26","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138145004","AZ","040138145004","=""040138145004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138146001","AZ","040138146001","=""040138146001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138146002","AZ","040138146002","=""040138146002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138146003","AZ","040138146003","=""040138146003""","1.08","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138147001","AZ","040138147001","=""040138147001""","2.23","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138147002","AZ","040138147002","=""040138147002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138148011","AZ","040138148011","=""040138148011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138148012","AZ","040138148012","=""040138148012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138148021","AZ","040138148021","=""040138148021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138148022","AZ","040138148022","=""040138148022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138148023","AZ","040138148023","=""040138148023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138149001","AZ","040138149001","=""040138149001""","1.94","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138149002","AZ","040138149002","=""040138149002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138150001","AZ","040138150001","=""040138150001""","2.06","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138150002","AZ","040138150002","=""040138150002""","0.64","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138150003","AZ","040138150003","=""040138150003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138151001","AZ","040138151001","=""040138151001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138151002","AZ","040138151002","=""040138151002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138151003","AZ","040138151003","=""040138151003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138152011","AZ","040138152011","=""040138152011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138152012","AZ","040138152012","=""040138152012""","14.80","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138152021","AZ","040138152021","=""040138152021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138152022","AZ","040138152022","=""040138152022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138152031","AZ","040138152031","=""040138152031""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138152032","AZ","040138152032","=""040138152032""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138153001","AZ","040138153001","=""040138153001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138153002","AZ","040138153002","=""040138153002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138154011","AZ","040138154011","=""040138154011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138154012","AZ","040138154012","=""040138154012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138154013","AZ","040138154013","=""040138154013""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138154021","AZ","040138154021","=""040138154021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138154022","AZ","040138154022","=""040138154022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138154023","AZ","040138154023","=""040138154023""","2.97","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138155011","AZ","040138155011","=""040138155011""","0.20","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138155012","AZ","040138155012","=""040138155012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138155021","AZ","040138155021","=""040138155021""","3.76","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138155022","AZ","040138155022","=""040138155022""","0.87","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138156011","AZ","040138156011","=""040138156011""","0.22","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138156021","AZ","040138156021","=""040138156021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138156022","AZ","040138156022","=""040138156022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138156023","AZ","040138156023","=""040138156023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138156024","AZ","040138156024","=""040138156024""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138157001","AZ","040138157001","=""040138157001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138157002","AZ","040138157002","=""040138157002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138158001","AZ","040138158001","=""040138158001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138158002","AZ","040138158002","=""040138158002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138158003","AZ","040138158003","=""040138158003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138159011","AZ","040138159011","=""040138159011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138159012","AZ","040138159012","=""040138159012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138159013","AZ","040138159013","=""040138159013""","2.15","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138159021","AZ","040138159021","=""040138159021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138159022","AZ","040138159022","=""040138159022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138159023","AZ","040138159023","=""040138159023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138160011","AZ","040138160011","=""040138160011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138160012","AZ","040138160012","=""040138160012""","0.74","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138160021","AZ","040138160021","=""040138160021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138160022","AZ","040138160022","=""040138160022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138160023","AZ","040138160023","=""040138160023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138160031","AZ","040138160031","=""040138160031""","0.29","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138160032","AZ","040138160032","=""040138160032""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138160041","AZ","040138160041","=""040138160041""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138160042","AZ","040138160042","=""040138160042""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138160051","AZ","040138160051","=""040138160051""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138160052","AZ","040138160052","=""040138160052""","1.38","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138160053","AZ","040138160053","=""040138160053""","1.54","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138161001","AZ","040138161001","=""040138161001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138161002","AZ","040138161002","=""040138161002""","1.92","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138161003","AZ","040138161003","=""040138161003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138161004","AZ","040138161004","=""040138161004""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138162001","AZ","040138162001","=""040138162001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138162002","AZ","040138162002","=""040138162002""","1.54","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138162003","AZ","040138162003","=""040138162003""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138163011","AZ","040138163011","=""040138163011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138163012","AZ","040138163012","=""040138163012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138163013","AZ","040138163013","=""040138163013""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138163021","AZ","040138163021","=""040138163021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138163022","AZ","040138163022","=""040138163022""","0.99","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138164011","AZ","040138164011","=""040138164011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138164012","AZ","040138164012","=""040138164012""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138164021","AZ","040138164021","=""040138164021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138164022","AZ","040138164022","=""040138164022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138164023","AZ","040138164023","=""040138164023""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138165011","AZ","040138165011","=""040138165011""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138165021","AZ","040138165021","=""040138165021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138165022","AZ","040138165022","=""040138165022""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138166001","AZ","040138166001","=""040138166001""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138166002","AZ","040138166002","=""040138166002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138167001","AZ","040138167001","=""040138167001""","0.95","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138168001","AZ","040138168001","=""040138168001""","0.34","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138168002","AZ","040138168002","=""040138168002""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138168003","AZ","040138168003","=""040138168003""","4.84","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138169011","AZ","040138169011","=""040138169011""","4.87","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138169012","AZ","040138169012","=""040138169012""","0.46","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138169021","AZ","040138169021","=""040138169021""","0.00","2019-2023","2022","Census","Arizona (State)"
"Block Group","040138169031","AZ","040138169031","=""040138169031""","0.00","2019-2023","2022","Census","Arizona (State)"
